Source_NAME,Activity,Activity Description
Sandbar Lake,Biking,Cycling is a popular way to wander through the majestic 300 year old White Pines and Red Pines that grace the campground. Kids are reminded to wear their helmets.
Sandbar Lake,Boating,Explore the delights of Sandbar Lake by boat. A boat launch is located centrally in the park.
Sandbar Lake,Canoeing,Launch your canoe or rent one at the Park Office and you can paddle right onto Sandbar Lake. There are options for both the day paddler and long distance paddler.
Sandbar Lake,Fishing,"The lakes in and around the park teem with Northern Pike, walleye and Smallmouth Bass. A fish-cleaning station, with lights, running water and cutting tables is located by the boat launch."
Sandbar Lake,Hiking,"Silhouette Trail - 2km, moderate
This trail weaves its way through Jack Pine woods, aspen forests and wetlands. Along the trail you will see a variety of plant and wildlife silhouettes with descriptive information sheets."
Sandbar Lake,Hunting,Hunting is allowed in the Sandbar Lake park additions. Please check with appropriate Ministry of Natural Resources personnel to ensure proper park boundaries are respected.
Sandbar Lake,Swimming,The sandy beach and gradual drop off make this a great swimming location for families. The beach is located in the day-use area and the swimming area is marked with buoys. Please note that there are no lifeguards posted at the beaches and pets are not permitted.
Sauble Falls,Biking,Cycling is permitted on park roads. You may wish to travel by bicycle to the beach less than 3 km from the park.
Sauble Falls,Birding,Osprey can often be seen at the mouth of the Sauble River and are known to nest in the Isaac Lake area. Many bird species can be found throughout the campgrounds and along the river.
Sauble Falls,Canoeing,Canoe rentals are available on the north side of the Sauble River near the parking lot.
Sauble Falls,Fishing,Anglers will find the areas adjacent to the falls to be excellent for trout and salmon fishing in the spring and fall. The area of the falls is closed to fishing year-round.
Sauble Falls,Hiking,"Sauble Trail 2.5km (2 hours) easy  
This trail travels primarily through a Red Pine plantation. An interpretive leaflet explains current and historic forest management practices in the area. Bicycles are not allowed on this trail which travels through an area of ancient sand dunes."
Selkirk,Biking,"Although Selkirk does not have dedicated bicycle trails, visitors can cycle along all of the campground roads which are fairly flat and easy to navigate."
Selkirk,Birding,"Selkirk offers birding opportunities along the hiking trail, in the campground and near the lake. A bird banding station once existed in the park and monitored and banded migrating birds as they crossed Long Point Bay and across Lake Erie on their journey south in the fall and back north in the spring."
Selkirk,Boating,"Although boating is not offered within the park, boats can be launched at a nearby marina on Sandusk Creek to access the lake in front of the park."
Selkirk,Canoeing,A popular day trip takes paddlers out through the marsh area along Spring Creek and into the lake at the mouth of Sandusk Creek. You can also travel up Sandusk Creek which is outside the park boundary.
Selkirk,Hiking,"Wheeler’s Walk Trail – 1.5 km, 30-40 minutes, easy 
This trail takes hikers from the campground side of the park across a marsh wetland, via a boardwalk, to the west side of the park. You will travel through remnants of the forest that pre-date the park and through a White Pine plantation that was planted in the early 1970s."
Selkirk,Swimming,"There is a small beach in the day-use picnic area. There is a larger, natural beach fronting the lake however it tends to be pebbly. The water fronting the beach has a gradual drop off. At first entry it is a bit stony but turns to sand soon afterwards."
Sharbot Lake,Biking,There are no dedicated bicycle trails at Sharbot Lake but bicycles are permitted on campground roads.
Sharbot Lake,Birding,"Listen for the haunting call of the loon on the lake and for the songs of warblers, Eastern Phoebes, Scarlet Tanagers, Barred Owls and Red-Shouldered Hawks in the woods."
Sharbot Lake,Boating,"Sharbot Lake, with its docks, is ideal for large boats and waterskiing. Black Lake is more suitable for smaller boats. Canoes can be rented in the park."
Sharbot Lake,Canoeing,Paddle on the sheltered waters of Black Lake or tackle the larger Sharbot Lake. A short portage connects the two bodies of water. Canoes can be rented in the park.
Sharbot Lake,Fishing,"Walleye, bass, Northern Pike, perch and sunfish can be found in both Black and Sharbot Lakes. Lake Trout are found in Sharbot Lake."
Sharbot Lake,Hiking,"Discovery Trail - 1.2 km loop, 1hour, moderate 
Follow this trail along the ridge of land that divides Black Lake and Sharbot Lake through stands of maple, oak and birch and see a dramatic change in topography. From the top of the ridge you can see both lakes.
 
Ridgeview Trail - 0.5 km return, 30 minutes, easy to moderate
 This trail climbs the ridge that divides Black Lake from Sharbot Lake. There is one steep climb before you reach the top and a spectacular view."
Sharbot Lake,Swimming,Two sandy beaches located on Black Lake are great for swimming.
Sibbald Point,Biking,Cycling on park roads makes for easy access to all park facilities. Tour the local Hedge Road along the Lake Simcoe waterfront.
Sibbald Point,Birding,Several species of birds make Sibbald Point a stopover on their migration north. Wild turkeys and Pileated woodpeckers are often seen.
Sibbald Point,Boating,Lake Simcoe is an ideal place for sailing and motorboats. Campers and day visitors can use the boat launch and dock temporarily or overnight.
Sibbald Point,Canoeing,Paddlers should be aware of weather conditions on Lake Simcoe and it is recommended that you stay close to shore.
Sibbald Point,Fishing,"Lake Trout, bass, whitefish, pike, yellow pickerel and jumbo perch are abundant in Lake Simcoe."
Sibbald Point,Hiking,"Maidenhair Fern Trail 2.0 km, 1-1.5 hours, easy
This self guided loop trail takes a close look at the variety of ecosystems at Sibbald Point. Pick up the trail brochure at the trailhead, the Registration Office or Park Office."
Sibbald Point,Natural Heritage Education,"Park staff offer weekly educational programs for children and adults from late June to Labour Day. They include nature and historical walks, evening programs with guest speakers, videos, children’s crafts and games."
Sibbald Point,Swimming,The blue waters of Lake Simcoe and the sandy beaches of the park are ideal for family swimming. There is a buoyed swimming area but please note there are no lifeguards posted. Comfort stations and change facilities are close to the beach.
Sibbald Point,Winter Activities,"In winter, Lake Simcoe boasts some of the best ice fishing for perch and whitefish. Other unorganized winter activities within the park include hiking, cross-country skiing and snowshoeing. The main park road and a parking lot are kept open for winter visitors."
Silent Lake,Biking,"One special amenity at Silent Lake is the mountain bike trail. The trail can be accessed from the day-use area parking area. The trail offers two loops; 13 and 19 km in length. The 13 km loop is moderately difficult, while the 19 km loop is considered difficult. Caution should be taken as the trail crosses the park road and is shared track in some portions. The trails are subject to closure during spring/wet conditions.  Please contact park for up to date information."
Silent Lake,Canoeing,"While you are visiting the park, you should take a quiet, relaxing paddle across Silent Lake. The lake is approximately 2.5 km in length and is motor-free (gas and electric). The adjoining lakes (Quiet Lake and Soft Lake) can sometimes be accessed (depending on water levels) by completing a short portage that is not maintained by park staff. Canoe and kayak rentals are available at the park, daily during the summer season and on weekends in the spring and fall."
Silent Lake,Fishing,Maybe you would like to try your luck at fishing! Silent Lake offers Lake Trout and Largemouth and Smallmouth Bass. A sport fishing license is required for all anglers 18 years of age up to and including 64 and a slot limit of 50-65 cm is in place.
Silent Lake,Hiking,"Whether you are an ardent hiker, a nature lover, or just out for a family stroll, you’ll find a hiking trail at Silent Lake that suits you. Each of the three trails has the same underlying qualities – the tranquility and solitude of the natural environment. Each one will expand your wilderness experience at Silent Lake and introduce you to the ecology and history of the park area."
Silent Lake,Swimming,Visitors to Silent Lake can enjoy swimming at its two sandy beaches. The largest beach is located at the day-use area and includes a large grassy area for enjoying a picnic with your family and friends. The other beach is located in Pincer Bay campground.
Silent Lake,Winter Activities,"See another side of Silent Lake during the winter season. The park offers cross-country skiing, snowshoeing and ice fishing. Those wanting to stay overnight can try one of the park’s six winter yurts."
Silver Lake,Biking,There no dedicated bicycle trails at Silver Lake however bicycles are permitted on campground roads.
Silver Lake,Birding,"Look and listen for the Eastern Kingbird, Red-winged Blackbird, mallards, American Bitterns, Common Loons and Great Blue Herons."
Silver Lake,Boating,"At 9 km long, Silver Lake is large enough to accommodate all types of boats: motorboats, sailboats, paddle boats, canoes and kayaks. A boat ramp is located next to the large beach. Canoe rentals are available at the park."
Silver Lake,Canoeing,"Silver Lake is a picturesque lake for paddling, providing explorers with the opportunity to enjoy the surroundings. Canoe rentals are available at the park."
Silver Lake,Fishing,"Anglers of all ages and abilities will find Northern Pike, Smallmouth Bass, Lake Trout, Yellow Perch and sunfish at Silver Lake."
Silver Lake,Hiking,"Marsh Trail - 0.5 km return, 30 minutes, easy
Along a boardwalk, cross the marsh at the eastern end of Silver Lake to higher ground, where you will see a transition between wetland and upland forest. This zone is rich in flora and fauna."
Silver Lake,Swimming,The wide crescent of sandy beach is Silver Lake’s main attraction. A smaller sandy beach is located near the picnic shelter.
Sioux Narrows,Biking,"Cycling on park roads is a great way to get around and an enjoyable way to explore the park. Visitors are reminded that Ontario law requires helmets to be worn by those 18 years old and younger, when cycling on roads, including those in provincial parks."
Sioux Narrows,Birding,Lake of the Woods is home to a variety of migratory birds. Be sure to look for the large American White Pelicans.
Sioux Narrows,Boating,"Some of the most spectacular scenery in Northwestern Ontario can be viewed on the waters of Lake of the Woods. Launch your boat at the park ramp for cruising, sailing or waterskiing. A ten minute cruise down the lake takes you to centuries-old pictographs."
Sioux Narrows,Canoeing,Lake of the Woods offers many opportunities for exploration. Canoes are available for rent from the park office.
Sioux Narrows,Fishing,Lake of the Woods is internationally renowned for its walleye fishing Smallmouth and Largemouth Bass are also extremely popular with anglers. Fishing licences are available a short distance away in the Town of Sioux Narrows.
Sioux Narrows,Hiking,Sioux Narrows has three hiking trails.
Sioux Narrows,Swimming,The many waterfront sites at Sioux Narrows give campers the chance to swim without even leaving their sites. A family friendly sandy beach is only minutes from the campground.
Sioux Narrows,Winter Activities,"While the park is closed during the winter, a cross-country ski trail beginning at the entrance gate will take visitors on a tour of the park and surrounding area. For information on conditions and the trail route, please contact the Township of Sioux Narrows Nestor Falls at 807-226-5241."
Six Mile Lake,Biking,There are no bicycle trails however cycling is allowed on park roads and is an excellent way to get around the park. There are ample road cycling opportunities close to the park.
Six Mile Lake,Boating,"Six Mile Lake provides the perfect setting for recreational boating opportunities. Rental dock spaces are also available on a first-come, first-served basis."
Six Mile Lake,Canoeing,"Six Mile Lake offers the ideal location for canoeists of all levels of ability; whether you prefer to stay in the sheltered waters of the park or spend the day exploring the lake, there is much to see and do. Canoes are available for rent at the park store."
Six Mile Lake,Fishing,"Whether from the dock or on the lake, Six Mile Lake provides ample fishing opportunities for the whole family."
Six Mile Lake,Hiking,"Three short, linear but interconnected hiking trails offer visitors the opportunity to take in the natural and cultural heritage of Six Mile Lake Provincial Park."
Six Mile Lake,Natural Heritage Education,Programs are held daily from July through Labour Day. The Nature Centre is open daily June through September.
Six Mile Lake,Swimming,Three sand beaches and sheltered water provide the perfect place to unwind on a summer day. The beaches are located near park areas and are within walking distance of all campgrounds.
Sleeping Giant,Biking,Sleeping Giant offers many opportunities for exploration by bicycle.  Cycling is permitted on the following trails:
Sleeping Giant,Birding,"Over 200 bird species have been recorded in Sleeping Giant and the immediate vicinity. Of these, about 75 are known to nest in the park. The birds of the park are typical to the boreal forest and include a wide variety of songbirds, raptors, shorebirds and waterfowl."
Sleeping Giant,Boating,Power boats are only permitted on Marie Louise Lake and motors must not exceed 10 horsepower. A boat launch area and small docking facility is located within the campground.
Sleeping Giant,Canoeing,Canoes and kayaks are available for rent from the park store for use on Marie Louise Lake.
Sleeping Giant,Fishing,"Sportfishing is permitted in the park, although the use and possession of baitfish is prohibited in park waters, with the exception of Lake Superior. There are a number of small inland lakes at the park and a few larger lakes, such as Marie Louise Lake.  Most of the smaller lakes have Northern Pike and Yellow Perch, while the larger lakes may also have Smallmouth Bass and walleye."
Sleeping Giant,Hiking,"The park has over 100 kilometres of trails for both day and overnight hikes. These trails can lead you along the rugged shores of Lake Superior, past towering cliffs to scenic vistas on top of the Giant, or to quiet lakes and streams deep within the park’s wilderness areas."
Sleeping Giant,Natural Heritage Education,"During July and August, Natural Heritage Education leaders provide park visitors with opportunities to appreciate and understand the area’s natural and cultural resources including: the Sleeping Giant legend and its associated earth and life science features, the transitional forest and its relationship to major biological themes of the park, Lake Superior, rare plants, the history of the Silver Islet Mine and park wildlife viewing opportunities. Interpretation programs are based out of the park Visitor Centre."
Sleeping Giant,Swimming,Sleeping Giant offers numerous opportunities for swimming. Marie Louise Lake has a public beach with a swimming area that is marked with buoys. Pounsford Lake is also a popular swimming location. Park visitors can test the waters of Lake Superior on the beautiful sandy beach at Middlebrun Bay or venture into one of the many natural bays located on the Kabeyun Hiking Trail.
Sleeping Giant,Winter Activities,"Sleeping Giant offers some of the best cross-country skiing in Ontario on 50 km of groomed trails.  There are trails for the beginner, intermediate and experienced skier as well as for those who ski classic or skate ski.
 
The internationally recognized Sleeping Giant Loppet takes place on the first Saturday in March."
Solace,Birding,"Lady Evelyn-Smoothwater and the surrounding waterway parks including Solace, protect an area of rugged highland watersheds and contains forest that mixes Great Lakes-St. Lawrence and Boreal species of trees, creating many different habitats for birds. During the nesting season of spring and early summer, many species of warbler, thrush, flycatcher and woodpecker can be heard calling to defend territory. Eagles, osprey and many other birds of prey can be spotted hunting above the forests of the park."
Solace,Boating,Motorboat restrictions apply. Please refer to the Temagami Area Park Management Plan 2007 for zone specific management direction.
Solace,Canoeing,"Solace can only be reached by canoe or floatplane, as it is a remote and roadless backcountry park in the heart of the Temagami highlands. Many watersheds begin here and in nearby Lady Evelyn-Smoothwater Provincial Park. Solace lies between Lady Evelyn-Smoothwater and Sturgeon River Provincial Park. It can be canoed as part of a longer route which includes those parks, or Crown land routes like the Yorston River. Alternately, paddlers can canoe just the lakes within the park at a more leisurely pace. There are two short circle routes that lie completely within Solace and can even be done as day trips from a base camp."
Solace,Fishing,The lakes in Solace Provincial Park support Lake trout and Brook trout.
Solace,Hunting,Hunting restrictions apply. Please refer to the Temagami Area Park Management Plan 2007 for zone specific management direction.
Solace,Swimming,The lakes and rivers of this park offer typical backcountry swimming opportunities with some shorelines and rocky headlands providing access to the water.
Spanish River,Birding,"The park supports abundant bird life: osprey, Bald Eagles, Belted Kingfishers and Great Blue Herons are often seen while fishing. Many species of songbirds nest in the forests along the river, including Black and White Warblers, Yellow Warblers and Ovenbirds."
Spanish River,Boating,Motorboats are allowed on Biscotasi Lake and Agnew Lake.
Spanish River,Canoeing,"The Spanish River offers a number of paddling options: 
East Branch:
Duke Lake to Agnew Lake – 145 km (8-10 days)
The Forks to The Elbow – 58 km (3 days)
The Elbow to Agnew Lake – 50 km (2-3 days)
*Sheahan to The Elbow – 40 km (2 days)"
Spanish River,Fishing,"Many species of fish such as Walleye, Northern Pike, Lake and Brook Trout inhabit the many lakes and tributaries along the river."
Spanish River,Swimming,Spanish River has no designated beaches but there are plenty of swimming opportunities.
Springwater,,Biking
Springwater,Biking,Cycling is permitted on all park trails except the 1.5 km children’s interpretive trail.
Springwater,Birding,"Springwater Provincial Park is a great location to view a variety of bird species such as the Cedar Waxwing, Pileated Woodpecker, White and Red Breasted Nuthatch, Yellow-bellied Sapsucker and several waterfowl species that include Wood Ducks, Mallards and Black Ducks."
Springwater,Winter Activities,"Spend an enjoyable day cross-county skiing, snowshoeing and wildlife viewing.
In the winter the trails are groomed and track set for cross-county skiing and include a one kilometre snowshoe trail. Heated cabins are available for rent."
Sturgeon Bay,Biking,There are no dedicated bicycling trails however campers enjoy cycling on the park roads.
Sturgeon Bay,Birding,"Common bird sightings include the Common Loon, Caspian Tern, Black Tern, Great Blue Heron, Merlin, Spotted Sandpiper, American Woodcock, Mourning Dove, Whip-poor-will, and Pileated Woodpecker.
Please visit the gatehouse for copies of the birding checklist.
Bring your binoculars!"
Sturgeon Bay,Boating,Power boats are available for rent nearby.
Sturgeon Bay,Canoeing,We have canoes available for rent. Take a scenic tour of Sturgeon Bay and area but note that weather and waves can change quickly on Georgian Bay.
Sturgeon Bay,Fishing,There is excellent fishing on Sturgeon Bay and Georgian Bay.
Sturgeon Bay,Swimming,"There is a natural sand beach recommended for swimming, and it is marked with buoy lines. The beach has a gradual drop-off. Please note: there are no lifeguards posted at the beach, and pets are not permitted."
Sturgeon River,Birding,"Lady Evelyn-Smoothwater and the surrounding waterway parks including Sturgeon River, protect an area of rugged highland watersheds and contain forest that mixes Great Lakes-St. Lawrence and Boreal species of trees, creating many different habitats for birds. During the nesting season of spring and early summer, many species of warbler, thrush, flycatcher and woodpecker can be heard calling to defend territory. Eagles, osprey and many other birds of prey can be spotted hunting above the forests of the park."
Sturgeon River,Boating,There are some boating opportunities in this park. Check the park management plan for restrictions.
Sturgeon River,Canoeing,"The Sturgeon River is a week-long whitewater canoe route that provides class I and II whitewater along much of its length. Portages are numerous, but often short – between 50 and 250 metres. Campsites are often found near rapids and waterfalls. Trips often begin at Paul Lake via floatplane or further north on the river where the Portelance timber access road crosses. Route options are varied, but the common route includes the length of the river, and then upstream on the Obabika River and on to Wawiagama Lake, ending the trip with another floatplane flight or down the Goulard Lumber Road (road options require a vehicle shuttle)."
Sturgeon River,Fishing,"The Sturgeon River is a warm-water fishery, and Walleye and North Pike are the main species."
Sturgeon River,Hunting,Hunting restrictions apply. Please refer to the Temagami Area Park Management Plan 2007 for zone specific management direction.
Sturgeon River,Swimming,There are endless opportunities in the backcountry for swimming including both shallow and deeper water entries along rocky headlands.
The Massasauga,Birding,"White-tailed deer, moose, black bears and wolves are commonly spotted in the park. Chipmunks, raccoons, birds, hybrid toads and five-linked skinks appear around the campsites. This area is also home to the poisonous, but rarely seen, Massasauga Rattlesnake."
The Massasauga,Boating,"The Massasauga is best explored by boat. Sailing, sea kayaking and motorboating are popular, but only experienced boaters with proper navigational charts should rely on motorized travel. Motorized travel is not permitted on inland lakes."
The Massasauga,Canoeing,"Canoe rentals available for campers, reservations are recommended."
The Massasauga,Fishing,The Massasauga boasts a first-class fishery of muskie and bass. Pike and panfish are also very common. Please refer to fishing regulations for seasons.
The Massasauga,Hiking,"Baker Trail 5.5 km, (3 hours), moderate-difficult
This self-guided interpretive trail starts at Calhoun Lodge and leads to the Baker pioneer homestead. Side trails branch to the shore, ideal for picnicking. Don’t forget to wear proper hiking footwear and bug repellent."
The Massasauga,Hunting,"Hunting in this park is subject to the Ontario Hunting Regulations. Certain restrictions apply. For more information, contact the park or your local Ministry of Natural Resources office."
The Massasauga,Swimming,"Small, sandy beaches interrupt a rocky shore next to water that is crystal clear and sometimes deep. Islands in the park offer many swimming spots. There are no buoyed areas or change facilities."
The Pinery,Biking,"This 14-kilometre Savanna Trail follows a wooded path from the Park Store to the traffic circle. It then takes over the left side of the one-way Day-Use Road, along the Old Ausable River Channel, and travels through the wooded landscape to Picnic Area 8. The Savanna Trail then continues by turning into the forest once again. This section of the trail follows a wooded path to the Visitor Centre, where it exits the forest and runs along the left shoulder of the road, over the Store Bridge, taking you back to the Park Store."
The Pinery,Birding,"Pinery’s rare habitats provide shelter and space for 319 different species of birds, 124 of which have nested in the park.  You can watch the magnificent migration of thousands of Tundra Swans in March or watch warblers pass through in May and June. Observe Red-throated Loons off the beach in the spring, or walk the trails in summer looking for a brilliant Scarlet Tanager, Baltimore Oriole or Cerulean Warbler. In the winter, Red-tailed Hawks and Tufted Titmice are common sights at the Visitor Centre feeders."
The Pinery,Canoeing,"Pinery has a variety of different ways to explore the Old Ausable Channel.  Rent one of the many canoes, hydro bikes, paddleboats, single or double kayaks"
The Pinery,Fishing,Enjoy fishing anywhere in the Old Ausable River Channel (OAC) except beside the canoe rental docks and the south side of Burley Bridge.
The Pinery,Hiking,"Pinery offers many options for hiking. Explore Pinery’s exceptional natural environment via trails like those along the Old Ausable Channel, to the beach, or through Carolinian Forest or rare Oak Savanna. Some offer viewing platforms and good opportunities to view park wildlife. Several trails have benches to rest upon and Riverside, most of Cedar, and Heritage Trails are wheelchair accessible."
The Pinery,Natural Heritage Education,The best way to discover Pinery is through the park’s extensive interpretive programs for visitors.
The Pinery,Swimming,10 kilometres of Lake Huron shoreline provide each visitor to Pinery with the opportunity to wade into this Great Lake and go for a swim. Lifeguards are not posted on the beaches.
The Pinery,Winter Activities,"Pinery provides some of the best cross-country skiing in Southwestern Ontario. The 38 kilometres of trails form a series of loops, providing a variety of challenges for beginner and advanced skiers alike. Stay overnight in a yurt to make it a weekend-long winter escape!"
Tidewater,,Birding
Tidewater,Birding,"The Moose River estuary is a haven for many species of birds, from warblers, to eagles, to herons, and many types of shorebirds, which take advantage of the tidal flats and pools created by the proximity to James Bay. At the mouth of the river, Shipsands Bird Sanctuary is a good spot for a guided trip."
Tidewater,Boating,"Boats use the adjacent Moose River to access Moosonee and Moose Factory Islands. Motorboats are available to rent in Moosonee. Tides, winds and shifting shoals can make boating challenging. Hiring a guide is a good way to travel to the various sights and communities on the river."
Tidewater,Canoeing,"Tidewater is located at the end of the Missinaibi River and Abitibi River canoe routes, making it an obvious place to camp at the end of the trip before taking the train south. Caution is advised as the winds, tides and river currents can challenge the most experienced canoeists. Extra care is advised and the services of a local guide are recommended. Boat shuttles are available."
Tidewater,Fishing,"Anglers may catch Northern Pike, Walleye, and Whitefish in the Moose River off the shore of the Park."
Tidewater,Hiking,Riverside Trail is a 2 km interpretive trail rated easy within the Park on Charles Island.  Views of Moose Factory Island and Moosonee can be seen along the trail through the forest.
Tidewater,Swimming,Tides and currents of the park islands make swimming dangerous. A swimming area is available at the town of Moosonee.
Turkey Point,Biking,The local Turkey Point Mountain Bike Club (TPMBC) has a network of trails both within and adjacent to the park for mountain bike riders. Mountain Bike Trail Maps are available.  For further information visit: www.TPMBC.ca
Turkey Point,Birding,"Although bird watching is not a main activity within the park, the area is well known for bird migration and many bird watchers frequent Turkey Point and Long Point Provincial Parks The head office for the Long Point Bird Observatory is located in Port Rowan (15 minutes) which offers a bird banding station along with information on many bird species in this part of the province."
Turkey Point,Boating,"Although boating is not offered within the park, boats can be launched at a nearby marina in Turkey Point (Turkey Point Marine Basin) for a fee."
Turkey Point,Canoeing,Canoes can be launched from the beach that fronts the village. From here you can paddle westward towards the Turkey Point marsh area.
Turkey Point,Fishing,"Visitors can fish from shore at the breakwall adjacent to the marina at the south end of Turkey Point. For those that have boats or wish to rent them from the marina, the fishing on Long Point Bay is excellent for bass and perch."
Turkey Point,Hiking,Turkey Point has three hiking trails within or adjacent to the park.
Turkey Point,Natural Heritage Education,"Besides the self-guided trails, the park does offer children’s programs and special events on July and August weekends."
Turkey Point,Swimming,"The beach is located in the village and stretches over two kilometres. It can be accessed at the main parking lot as well as two other access points. There is also free street parking outside the parking lot. The beach is very sandy and safe for swimmers, especially children. There are no life guards posted so parents and guardians must be responsible. The swimming area at the main parking lot is also marked by a buoy line to keep swimmers and boaters at a safe distance from one another. The water is generally warm with a sandy bottom and there is no undertow. Personal Floatation Devices (PFDs) are available (with a small refundable deposit) from the parking lot entrance."
Voyageur,Biking,"Although there are no formal bicycle paths at Voyageur, there is a paved road system of approximately 5 km for visitors to cycle and explore the park."
Voyageur,Birding,"Voyageur’s varied habitats make it a great location to view a diverse selection of bird species. In the spring and fall, the extensive marshland along the park’s north shore is an excellent staging ground for migrating waterfowl, among them both Canada and Snow Geese. Osprey and Bald Eagles are sighted regularly. Great Blue Herons are also common."
Voyageur,Boating,There are two ramped launches for boating at Voyageur. The launch in Champlain Campground is better suited for smaller boats while the Iroquois/Portage launch can accommodate larger watercraft. The Ottawa River offers unlimited possibilities for boating activities including fishing and touring.
Voyageur,Canoeing,"There are ample opportunities for canoeing at Voyageur. Since Voyageur is located on the reservoir of the Carillon Dam, the Ottawa River portion of the park is wide and more lake-like in nature. With no rapids or whitewater, canoeing can be a safe and somewhat leisurely activity. The park has many small bays and inlets where visitors can explore and view wildlife."
Voyageur,Fishing,"Dropping a line in the spring to catch catfish and barbotte (bullhead) is a popular local activity. In the summer, bass, pike, perch and walleye are the most abundant and most sought after game fish.  Fishing from shore for panfish is fun for both the young and not-so-young visitor. The Park Store sells fishing tackle and worms during the spring and summer."
Voyageur,Hiking,"Coureur des Bois Trail - 1.5km loop, 45 minutes, easy to moderate
This trail is the main park hiking trail. It winds through several terrestrial and aquatic habitats. Interpretive plaques are located at spots of interest."
Voyageur,Natural Heritage Education,"Natural Heritage Education staff offer guided hikes, children’s activities and campfire programs regularly throughout the summer. Programs are presented in both French and English. Children who participate in Natural Heritage Education activities have the opportunity to receive a Young Naturalist certificate."
Voyageur,Swimming,"Voyageur has four beaches. The day-use picnic area has two beaches, one very close to the park store and the second beach is located near the park boat rental facility."
Voyageur,Winter Activities,"From mid-December to mid-March, the park operates and maintains a 10 km groomed and trackset cross-country ski trail. Trail lengths are arranged in 3 km, 7 km and 10 km loops. The terrain is relatively flat and is generally preferred by beginner to intermediate level skiers."
Wabakimi,Birding,"Wabakimi is a boreal birder’s paradise and offers opportunities to see species such as Boreal Chickadee, Red and White-winged Crossbill, Greater Yellowlegs, Spruce Grouse, Hawk Owl, Great Grey Owl and Pine Grosbeak.   Bald Eagles abound and Gray Jays will follow you throughout your trip!"
Wabakimi,Boating,Motorboats are permitted in the expanded park area. Only tourist operators are allowed to use them in the original park area. Please check with park staff for more information on these boundaries.
Wabakimi,Canoeing,"Wabakimi Provincial Park offers canoeing opportunities in a world-class setting.  Canoeists in the park should be experienced, but have the choice of selecting trips that are calm and relaxing, or offer more adventure. Park staff and local tourist outfitters are more than happy to discuss your trip plans with you and help you select the route that suits you best."
Wabakimi,Fishing,"Wabakimi boasts some of the best fishing in Northwest Ontario, including opportunities for trophy fish. Species such as walleye, Northern Pike, perch, whitefish and Lake Trout are found throughout the park."
Wabakimi,Hunting,Hunting is permitted in the expanded park area for moose and is guided by tourist outfitters who can help you organize the trip of a lifetime.  Hunting in the park is subject to Ontario Hunting Regulations.
Wabakimi,Swimming,Surprises are around every corner in Wabakimi and many of our lakes boast beautiful beaches which are perfect for taking a relaxing swim after a long day paddling.
Wakami Lake,Biking,Keep it green and bring your bicycle for getting around on our park roadways or perhaps a bicycle hike of the entire area is of interest to you.
Wakami Lake,Birding,"Over 100 nesting species of birds have been recorded. The Three-toed Woodpecker is considered provincially significant. The Solitary Sandpiper, Brewer’s Blackbird and Pine Grosbeak are considered regionally significant. Many other forest songbirds, such as warblers, nest in the boreal forest and make Wakami their home."
Wakami Lake,Boating,"Motorboats are permitted on Wakami Lake, however are not be permitted on Imakaw Lake. Motors on Efby Lake continue to be restricted to under 10 hp."
Wakami Lake,Canoeing,"Canoe or kayak on Wakami Lake, a scenic 15 km-long lake surrounded by hills of boreal forest.  Kayak rentals are available."
Wakami Lake,Fishing,"Fish species in Wakami Lake include Walleye, Northern Pike, Lake Whitefish, Yellow Perch and White Sucker. Imakaw Lake has been stocked Brook Trout."
Wakami Lake,Hiking,"Beaver Meadow Discovery Trail – 2.4 km into the boreal forest (Easy)
Here you can discover how the industrious beaver has altered the landscape while you take in various wildflowers, birds and wildlife. On the side trail you will find a Pond with an active beaver lodge, home to Wakami’s two resident beavers."
Wakami Lake,Swimming,Spend a leisurely picnic day with family or friends while enjoying a swim or just admire the picturesque view from our day-use beach. Please note that no lifeguards are posted at the beach.
Wasaga Beach,Biking,Cycling is permitted on the trail network that runs throughout Beach Areas 1 through 5. Cycling is also permitted along the Waterfront Trail which traverses through both town and park lands.
Wasaga Beach,Birding,"In 2005, after a 30 year absence from this area, the endangered Piping Plover returned to nest at Wasaga Beach Provincial Park.  Park staff closely monitor these birds throughout the spring and summer, and nest enclosures are erected around successful breeding sites. Hundreds of volunteers, known as the Piping Plover Guardians, also help to monitor these enclosures on a daily basis, as well as provide outreach to beachgoers. For more information on volunteer opportunities with the Piping Plover Guardian Program, please contact the Park Office."
Wasaga Beach,Boating,"Nottawasaga Bay is suitable for many types of watercraft, especially large motorboats, sailboats and windsurfers. Boats can be rented from one of several marinas in the Town of Wasaga Beach. Beach Area 1 offers a boat launch with ample parking for vehicles and boat trailers."
Wasaga Beach,Canoeing,The Nottawasaga Canoe Route is 32 km in length and can be paddled in one day. Brochures are available at the Chamber of Commerce or the Nottawasaga Valley Conservation Authority.
Wasaga Beach,Fishing,"Fishing is best from a boat, but you can also try your luck anywhere near the Nottawasaga River bank within park boundaries. A fishing access point is located in the dunes area of the park. You can catch Rainbow Trout, Smallmouth Bass, splake and pickerel - especially in the spring and fall. Boat launch facilities in Beach Area 1 allow easy access to Georgian Bay."
